symbol,weight
NAS:EXPE,0.10000000000000012
NAS:VMED,0.1
NAS:CMCSA,0.1
NAS:EBAY,0.1
NAS:GILD,0.1
NAS:AMZN,0.0907721178955186
NAS:AMGN,0.0632501944424416
NAS:COST,0.054283254935829695
NAS:TFCFA,0.05219427025639537
NAS:MYL,0.03769388789895454
NAS:FISV,0.03667510393420216
NAS:BIIB,0.03576756331538675
NAS:AAPL,0.033845781604568234
NAS:SIRI,0.02529026605014894
NAS:MAT,0.019308171717713245
NAS:GOOGL,0.016197067632655146
NAS:WFM,0.01596194604677453
NAS:CERN,0.0121184885516867
NAS:ALXN,0.006641885717724454
