symbol,weight
NAS:CPRT,0.10000000000000009
NAS:TSLA,0.09999999999999998
NAS:AAPL,0.09999999999999998
NAS:AMD,0.09999999999999998
NAS:MSFT,0.08873838073609658
NAS:MELI,0.08540344625427743
NAS:LRCX,0.07872393656004326
NAS:ANSS,0.0682860112975091
NAS:CSGP,0.06345890343686925
NAS:QCOM,0.05660077722643234
NAS:LULU,0.04319753853247674
NAS:NVDA,0.025491417641571527
NAS:ASML,0.024676105212576148
NAS:CHTR,0.02267600412864353
NAS:SNPS,0.021871427204828653
NAS:CDW,0.01987516286360929
NAS:KLAC,0.0010008889050660396
