symbol,weight
NAS:SNDK,0.10047036600477842
NAS:QRTEA,0.10047036600477831
NAS:NTAP,0.10047036600477831
NAS:AAPL,0.10047036600477831
NAS:CTSH,0.10047036600477831
NAS:BIDU,0.10047036600477831
NAS:DTV,0.06390090949549289
NAS:ESRX,0.06057830675440468
NAS:MYL,0.053193600575475106
NAS:NIHDQ,0.04986016567841794
NAS:WYNN,0.04346540791496861
NAS:URBN,0.03572244722977581
NAS:SBUX,0.03002783793285154
NAS:WCRX,0.02542696253595201
NAS:VMED,0.015335405391697376
NAS:FAST,0.008177561582035168
NAS:AMZN,0.006246923649518434
NAS:VRSN,0.005242275230740549
