symbol,weight
NAS:NVDA,0.10011327635088038
NAS:ISRG,0.10011327635088027
NAS:AMAT,0.10011327635088027
NAS:AVGO,0.10011327635088027
NAS:ULTA,0.09991496312032526
NAS:NTES,0.09800395049642378
NAS:MAT,0.05989027755865482
NAS:MCHP,0.049633152032853664
NAS:CA,0.045869397462240204
NAS:TXN,0.03761049384340232
NAS:LLTC,0.03643074058725882
NAS:CHTR,0.028343012384328323
NAS:ROST,0.026059440540002723
NAS:VRSK,0.0251653083321181
NAS:PAYX,0.022285503998155404
NAS:DLTR,0.022235270630206687
NAS:LRCX,0.019499796389794807
NAS:FB,0.011131820555101335
NAS:AMZN,0.0090928723007212
NAS:TMUS,0.008380894364891355
