symbol,weight
NAS:NFLX,0.10018696806342027
NAS:ADBE,0.10018696806342016
NAS:AMZN,0.10018696806342016
NAS:ALGN,0.10018696806342016
NAS:NVDA,0.09867195422030899
NAS:INTC,0.09143281189787823
NAS:MU,0.05723808553724988
NAS:INTU,0.052295341134338806
NAS:ASML,0.05191637826576121
NAS:CSCO,0.04888593775752682
NAS:ISRG,0.044504889894149795
NAS:PYPL,0.030949928484641006
NAS:MSFT,0.027632439874762455
NAS:MAR,0.02706528841680799
NAS:CTAS,0.017033161946225794
NAS:WYNN,0.012436196184548859
NAS:ROST,0.011971184641726433
NAS:CTXS,0.010639971527025166
NAS:BIDU,0.010320993289072239
NAS:ILMN,0.006257564674295537
