symbol,weight
NAS:GMCR,0.10036582113624888
NAS:ALXN,0.10036582113624877
NAS:BIIB,0.10036582113624877
NAS:CERN,0.10036582113624877
NAS:ISRG,0.09128736086365911
NAS:DLTR,0.07744697912599358
NAS:BKNG,0.07705148090824757
NAS:EA,0.06849259031998199
NAS:WYNN,0.05254397310968598
NAS:SBUX,0.03653679839937249
NAS:ROST,0.03393608306077383
NAS:FAST,0.02818594646969903
NAS:NFLX,0.02759142652705023
NAS:AMZN,0.025481206826345682
NAS:BBBY,0.023498009280437195
NAS:AAPL,0.022950923441307697
NAS:COST,0.01697231025944948
NAS:BIDU,0.016561626863000948
