symbol,weight
NAS:NVDA,0.10000000000000007
NAS:TMUS,0.09999999999999998
NAS:AMAT,0.09999999999999998
NAS:CHTR,0.09872046493073193
NAS:MCHP,0.07299501308126051
NAS:CSX,0.0689522080270744
NAS:TXN,0.060582087288117994
NAS:MU,0.05884319725741779
NAS:ULTA,0.054071419650546224
NAS:PCAR,0.04979304908805468
NAS:LRCX,0.04958167421271707
NAS:ADI,0.048671199090355055
NAS:XLNX,0.03854828957362326
NAS:ADP,0.028266739528154058
NAS:NTAP,0.02712970857173907
NAS:CMCSA,0.020154299623756332
NAS:QCOM,0.016407199701049282
NAS:MAR,0.007283450375402273
