symbol,weight
NAS:AMGN,0.09999999999999998
NAS:VRTX,0.09999999999999998
NAS:ORLY,0.09999999999999998
NAS:GILD,0.09436506444650963
NAS:PCAR,0.09163597301177014
NAS:ATVI,0.0888040046153853
NAS:MNST,0.07306467471341377
NAS:AZN,0.0649353988406037
NAS:AEP,0.06408542429160814
NAS:PEP,0.053147370064540726
NAS:BIIB,0.04913885766680579
NAS:KDP,0.044129639568755666
NAS:ADP,0.028626686036849903
NAS:REGN,0.0249517033800654
NAS:XEL,0.010556178088949096
NAS:EXC,0.007041867925663799
NAS:HON,0.005517157349078893
