symbol,weight
NAS:MU,0.1000000000000001
NAS:CELG,0.09999999999999998
NAS:LIFE,0.09999999999999998
NAS:GILD,0.09999999999999998
NAS:SNDK,0.07410735008619786
NAS:ADBE,0.07327904767049426
NAS:BIIB,0.06122239679179513
NAS:WDC,0.05193274430456504
NAS:DISCA,0.05063751198443665
NAS:SPLS,0.04310801334333473
NAS:TFCFA,0.042503528696230246
NAS:VIAB,0.038777352638796315
NAS:REGN,0.03292235074275878
NAS:BKNG,0.030515068083448095
NAS:PCAR,0.030376820204895325
NAS:ORLY,0.025558566776436926
NAS:MYL,0.01768968234740444
NAS:MAT,0.01240602614135355
NAS:SBUX,0.008942082827824672
NAS:LBTYA,0.0060214573600279
