symbol,weight
NAS:SNDK,0.10097342366636253
NAS:BIDU,0.10097342366636242
NAS:NTAP,0.1009734236663624
NAS:AAPL,0.1009734236663624
NAS:FAST,0.07896394621078624
NAS:ISRG,0.07895013860651083
NAS:VMED,0.07870537475692818
NAS:CTSH,0.07841736755124427
NAS:DTV,0.06824782778312516
NYS:INFY,0.060089922494452434
NAS:SRCL,0.05892791416729131
NAS:WYNN,0.020992391318887714
NAS:ALTR,0.019020800607779817
NAS:ESRX,0.018375486660703003
NAS:NIHDQ,0.011539415263429961
NAS:INTU,0.010863498522774774
NAS:FLIR,0.0074516074543165825
NAS:SBUX,0.005560613936319883
