symbol,weight
NAS:VRTX,0.09999999999999998
NAS:DLTR,0.09999999999999998
NAS:EXC,0.09999999999999998
NAS:AMGN,0.08868967034918519
NAS:AEP,0.0825308242796238
NAS:PEP,0.07915208952552595
NAS:AZN,0.07894772912185244
NAS:XEL,0.05808378118999859
NAS:KHC,0.05794786238448431
NAS:MDLZ,0.04482992544977718
NAS:ORLY,0.039500347803323274
NAS:KDP,0.03732625533510974
NAS:ADP,0.03261896593438547
NAS:COST,0.03151348526206297
NAS:PAYX,0.023189832620034264
NAS:PCAR,0.019485623797540378
NAS:SGEN,0.016692175411234408
NAS:SIRI,0.00949143153586211
