symbol,weight
NAS:EA,0.10061591123358961
NAS:AVGO,0.1006159112335895
NAS:MAR,0.1006159112335895
NAS:LRCX,0.1006159112335895
NAS:INTC,0.09520406685083255
NAS:AAPL,0.09393966639095716
NAS:CHRW,0.0902576532984659
NAS:BRCM,0.08451471158650467
NAS:SIAL,0.05701745996308208
NAS:AAL,0.04624234431022195
NAS:CELG,0.027282170255086467
NAS:MU,0.025076270582053143
NAS:CSCO,0.019097159379329945
NAS:CHTR,0.01406069729155892
NAS:ROST,0.012291159071339016
NAS:DLTR,0.011904971457822234
NAS:AMAT,0.011174151339269455
NAS:ORLY,0.009473873289118384
