symbol,weight
NAS:AKAM,0.10000225256617612
NYS:GRMN,0.10000225256617601
NYS:BB,0.10000225256617601
NAS:CTSH,0.10000225256617601
NAS:CSCO,0.10000225256617601
NAS:NVDA,0.10000225256617601
NAS:PCAR,0.09399188300664303
NAS:JAVA,0.0902636848822669
NAS:LAMR,0.07450607905405879
NAS:LRCX,0.030247767050413942
NAS:SIAL,0.027219703221845234
NAS:GILD,0.026578810191643664
NAS:AAPL,0.014061701454938642
NAS:BIIB,0.013973590321427476
NAS:ATVI,0.013211625425138837
NAS:XRAY,0.008811275681085463
NAS:EXPD,0.005971712463932605
NAS:INTU,0.0011486518495491533
