symbol,weight
NAS:GMCR,0.10015590316356378
NAS:MAR,0.10015590316356365
NAS:AVGO,0.10015590316356365
NAS:ILMN,0.10015590316356365
NAS:NXPI,0.09083157150622274
NAS:GILD,0.07071130492718446
NAS:BRCM,0.06917757809380404
NAS:TSLA,0.0689901927122383
NAS:MU,0.06015557297250189
NAS:SIAL,0.047297562172366074
NAS:AMGN,0.04462794586605136
NAS:ORLY,0.040789998215628676
NAS:AAPL,0.03385725150456442
NAS:REGN,0.020786200283484938
NAS:FFIV,0.020059363410366873
NAS:VRTX,0.016376594767731307
NAS:INTC,0.008580056940409508
NAS:ALXN,0.00713519397319063
