symbol,weight
NYS:TEVA,0.09999999999999998
NAS:VRTX,0.09999999999999998
NAS:SRCL,0.09999999999999998
NAS:AMGN,0.09999999999999998
NAS:GILD,0.09907952153605604
NAS:CHKP,0.0956569676415659
NAS:PAYX,0.05440615953979208
NAS:GENZ,0.04703004363913204
NAS:CHRW,0.04424280716355299
NAS:DTV,0.04366633244919721
NAS:FAST,0.04357024151038034
NAS:FLIR,0.04265622761085079
NAS:CMCSA,0.032518342278598414
NAS:SIAL,0.02904477950368395
NAS:CELG,0.027378547012723544
NAS:ESRX,0.024924482403365554
NAS:COST,0.009213762974887721
NAS:APOL,0.006611784736213474
