symbol,weight
NAS:ENPH,0.09999999999999998
NAS:GILD,0.09999999999999998
NAS:CEG,0.09999999999999998
NAS:ORLY,0.09257901902821346
NAS:VRTX,0.0667691809800493
NAS:CSGP,0.06552199707751448
NAS:CTAS,0.06386727602087106
NAS:AMGN,0.06301441689453774
NAS:MNST,0.060140028973678566
NAS:HON,0.05317470961550007
NAS:BIIB,0.05185839498011981
NAS:ADP,0.04854622899608151
NAS:ROST,0.039015329737791316
NAS:PEP,0.03900588260768989
NAS:REGN,0.031088620001510053
NAS:PCAR,0.013621874140875748
NAS:AZN,0.011797040945566996
