symbol,weight
NAS:ULTA,0.1000650246077741
NAS:NTES,0.10006502460777399
NAS:NVDA,0.10006502460777399
NAS:AMAT,0.10006502460777399
NAS:PAYX,0.08025448686710922
NAS:AMZN,0.0721336209991165
NAS:ATVI,0.06312009319419937
NAS:HSIC,0.06309003840439348
NAS:FISV,0.053542308027047555
NAS:TXN,0.05204669154806957
NAS:INTU,0.04728001074231199
NAS:ISRG,0.04430949904708235
NAS:MAT,0.040008372666125364
NAS:DLTR,0.035139661774606756
NAS:KHC,0.015808688139384606
NAS:FB,0.013735764841588862
NAS:ADP,0.011317060615175307
NAS:CA,0.0079536047026932
