symbol,weight
NAS:NFLX,0.10000000000000009
NAS:AMZN,0.09999999999999999
NAS:IDXX,0.09999999999999998
NAS:ILMN,0.09999999999999998
NAS:ADBE,0.07953414604116478
NAS:INTU,0.07149299311933265
NAS:TFCF,0.06186658193848593
NAS:ALGN,0.06119849753457381
NAS:ORLY,0.0600453143020683
NAS:ESRX,0.054981815770859664
NAS:TFCFA,0.05246270605426231
NAS:ISRG,0.046190424115212736
NAS:WDAY,0.03989650619519514
NAS:ADSK,0.03114383014400863
NAS:MSFT,0.01733005745557948
NAS:ADP,0.013470938095295362
NAS:NVDA,0.010386189233961092
