symbol,weight
NAS:NFLX,0.10000000000000009
NAS:BKNG,0.09999999999999999
NAS:NVDA,0.09999999999999998
NAS:GMCR,0.09999999999999998
NAS:ALXN,0.0935719215964592
NAS:ALTR,0.08698727609731742
NAS:BIIB,0.06702540505076535
NAS:CHKP,0.053889647616195274
NAS:AMZN,0.05342858581112232
NAS:QRTEA,0.04153363079193604
NAS:ILMN,0.040492760016177236
NAS:WYNN,0.037117367525035146
NAS:ROST,0.03436344031849643
NAS:CERN,0.02801377668634191
NAS:BMC,0.024157324504043724
NAS:BIDU,0.02041311691067646
NAS:MXIM,0.00989609918156656
NAS:QCOM,0.009109647893866823
