symbol,weight
NAS:CMCSA,0.10000000000000009
NAS:AMGN,0.09999999999999998
NAS:EBAY,0.09999999999999998
NAS:EXPE,0.09999999999999998
NAS:GILD,0.09999999999999998
NAS:SIRI,0.09999999999999998
NAS:AAPL,0.09284794662680504
NAS:TFCFA,0.06745194578473308
NAS:ROST,0.0567903926947542
NAS:ESRX,0.04053536125500529
NAS:MYL,0.032682372446040525
NAS:VMED,0.028175614462149872
NAS:FISV,0.027664454702361844
NAS:WFM,0.023936200675629283
NYS:PRGO,0.011884917742965994
NAS:ALXN,0.010697602089736179
NAS:MAT,0.007333191519818645
