symbol,weight
NYS:TEVA,0.09999999999999998
NAS:APOL,0.09999999999999998
NAS:ORLY,0.09999999999999998
NAS:ROST,0.09999999999999998
NAS:VRTX,0.09999999999999998
NAS:AMGN,0.09999999999999998
NAS:CHKP,0.08624501427941912
NAS:SRCL,0.07245579244355632
NAS:INTU,0.07092780205624218
NAS:GILD,0.03456042309164707
NAS:ALTR,0.029064035912857313
NAS:QCOM,0.024570905409059304
NYS:ORCL,0.0241041340790757
NAS:BRCM,0.018363832105945884
NAS:ILMN,0.01651770182544737
NAS:ADP,0.012164688722126163
NAS:CTAS,0.007827281857904827
NAS:AMZN,0.001880979819717709
NAS:DTV,0.0013174083970010915
