symbol,weight
NAS:RYAAY,0.1002052879129956
NYS:BB,0.10020528791299549
NAS:EXPE,0.10020528791299549
NAS:AAPL,0.08607819102087806
NAS:DISH,0.07129898109798563
NAS:ADBE,0.07018443914039581
NAS:PCAR,0.06605467367191736
NAS:AKAM,0.06518829617692085
NAS:CTSH,0.06423198622980276
NAS:ATVI,0.06398585952189895
NYS:INFY,0.059532756140706064
NAS:DISCA,0.05033309361881718
NYS:AEO,0.034398097323005736
NAS:QRTEA,0.02584868637105256
NAS:GILD,0.018412372274252235
NAS:LOGI,0.013130694091326023
NAS:JAVA,0.010706009582054168
