symbol,weight
NAS:NVDA,0.100693490758975
NAS:ULTA,0.1006934907589749
NAS:ISRG,0.1006934907589749
NAS:AMAT,0.1006934907589749
NAS:QCOM,0.09509257455492379
NAS:NTES,0.09462957293282175
NAS:MCHP,0.05633047930830866
NAS:CHTR,0.05087180496767552
NAS:TMUS,0.05014276012739754
NAS:AVGO,0.044746681204054374
NAS:LLTC,0.032342332260994096
NAS:KHC,0.03125052170686095
NAS:ROST,0.02997280998373963
NAS:TXN,0.028418327895730015
NAS:NLOK,0.025725169758546263
NAS:EA,0.01718993753557653
NAS:CA,0.016592185878286043
NAS:AMZN,0.014876694737417644
NAS:MAT,0.009044184111767415
