symbol,weight
NAS:CEG,0.10065160234861519
NAS:MU,0.10065160234861506
NAS:PDD,0.10065160234861506
NAS:FANG,0.10065160234861506
NAS:NVDA,0.10065160234861506
NAS:DASH,0.10065160234861506
NAS:CRWD,0.10065160234861506
NAS:META,0.05526042269667525
NAS:AVGO,0.05453097029821529
NAS:INTU,0.039229462635624296
NAS:CTAS,0.034524417105930176
NAS:COST,0.028643807321045926
NAS:KLAC,0.028494923719359615
NAS:CDW,0.02210913432552916
NAS:QCOM,0.018133117443853375
NAS:GOOG,0.009433996114873932
NAS:GOOGL,0.005078531898587343
