symbol,weight
NAS:AMD,0.10000000000000009
NAS:ASML,0.09999999999999998
NAS:CPRT,0.09999999999999998
NAS:LRCX,0.09999999999999998
NAS:AAPL,0.09999999999999998
NAS:AMAT,0.07760408285032531
NAS:QCOM,0.07499311129107766
NAS:KLAC,0.06595522536362365
NAS:CDW,0.06336470605693344
NAS:LULU,0.05433385668789613
NAS:CHTR,0.03551593745550317
NAS:MSFT,0.03203122234113678
NAS:NVDA,0.02788824159458512
NAS:SWKS,0.024291339088431875
NAS:ANSS,0.02280788256961849
NAS:SGEN,0.01548970416624424
NAS:COST,0.005724690534624029
