symbol,weight
NAS:DLTR,0.10000000000000009
NAS:VRTX,0.09999999999999998
NAS:EXC,0.09999999999999998
NAS:AEP,0.09999999999999998
NAS:XEL,0.0716598866026406
NAS:AZN,0.06694638848281262
NAS:AVGO,0.06082748497548891
NAS:REGN,0.060178206357538816
NAS:PEP,0.0557135871097483
NAS:MAR,0.0433193526845798
NAS:PAYX,0.04196016499349931
NAS:AMGN,0.041892959720236066
NAS:PANW,0.0416891784262577
NAS:ADP,0.028299934480743437
NAS:COST,0.023741500734462347
NAS:PCAR,0.020292837790972792
NAS:KDP,0.01637764468012101
NAS:MDLZ,0.01489128126521854
NAS:CTAS,0.007120603124990347
NAS:ORLY,0.005088988570689394
