symbol,weight
NAS:META,0.10106090877576948
NAS:NVDA,0.10106090877576937
NAS:SGEN,0.10106090877576937
NAS:BKNG,0.10106090877576937
NAS:AVGO,0.10106090877576937
NAS:ADBE,0.10106090877576937
NAS:ALGN,0.06742043811679378
NAS:TTD,0.04886514313852253
NAS:CDNS,0.04094983062172629
NAS:ODFL,0.03857539043596696
NAS:CPRT,0.03519419059814566
NAS:VRSK,0.03461556968041322
NAS:AMZN,0.02399903512020721
NAS:LRCX,0.023155581993839307
NAS:SNPS,0.020775745909150094
NAS:GOOG,0.020094529731385924
NAS:GOOGL,0.017627183677573516
NAS:ABNB,0.00837335899394106
NAS:TEAM,0.00827121411913562
NAS:MELI,0.005717335208582687
