symbol,weight
NAS:ALXN,0.10000000000000009
NAS:ROST,0.09999999999999998
NAS:ORLY,0.09999999999999998
NAS:DLTR,0.09999999999999998
NAS:ISRG,0.09999999999999998
NAS:AAPL,0.09999999999999998
NYS:GRMN,0.09363648324236253
NAS:SBUX,0.08239613430507041
NAS:BKNG,0.07710510633637221
NAS:EXPE,0.05700724961469875
NAS:INTC,0.022196747784586083
NAS:AMGN,0.014966628886827307
NAS:WFM,0.014437050687894096
NAS:FAST,0.013726038237679905
NAS:MSFT,0.011152312038595763
NAS:CSCO,0.00735611878492414
NAS:CERN,0.0060201300809887325
