symbol,weight
NAS:NVDA,0.10024043859207621
NAS:CEG,0.10024043859207611
NAS:META,0.1002404385920761
NAS:PCAR,0.1002404385920761
NAS:CRWD,0.1002404385920761
NAS:DASH,0.1002404385920761
NAS:MU,0.08830877066089879
NAS:AVGO,0.07892435670398465
NAS:INTU,0.04066184238912444
NAS:FANG,0.03826504484974237
NAS:PDD,0.03518257419987274
NAS:LRCX,0.028588635527053798
NAS:CDW,0.027645121379255646
NAS:KLAC,0.020764261373829317
NAS:MAR,0.014624547477696976
NAS:ROST,0.010789305610544104
NAS:AMAT,0.00787024700217085
NAS:CTAS,0.006932661273369785
