symbol,weight
NAS:AAPL,0.10000000000000009
NAS:QCOM,0.09999999999999998
NAS:MSFT,0.0784486868450008
NAS:ASML,0.07792558420177402
NAS:KLAC,0.07441211389322012
NAS:LULU,0.0740360989740415
NAS:LRCX,0.06980657632003243
NAS:SNPS,0.06887491785124435
NAS:COST,0.06198460001014251
NAS:AMD,0.05255057860433854
NAS:MELI,0.0470777830078739
NAS:CDNS,0.04130059258792046
NAS:CHTR,0.03840952730878431
NAS:NVDA,0.035560308643631626
NAS:AMAT,0.03434850137233361
NAS:FISV,0.03087224138370494
NAS:CTAS,0.0143918889959568
