symbol,weight
NAS:ORLY,0.10023171202106751
NAS:AAPL,0.10023171202106741
NAS:BRCM,0.10023171202106741
NAS:CTXS,0.10023171202106741
NAS:CERN,0.10023171202106741
NAS:MRVL,0.09297312423223571
NYS:TEVA,0.05955425432460397
NAS:CTSH,0.05356530861727125
NYS:INFY,0.05100812767286405
NAS:CHKP,0.04337305791137967
NAS:BIDU,0.039925165959961935
NAS:LIFE,0.03818776185729488
NAS:ROST,0.03264709254014501
NAS:RYAAY,0.030207158859889033
NYS:JNPR,0.02727692238000467
NAS:EXPE,0.022139136551845923
NAS:NTAP,0.007984328987166833
