symbol,weight
NAS:SRCL,0.09999999999999998
NAS:AMGN,0.09999999999999998
NAS:CELG,0.09999999999999998
NAS:GENZ,0.08144600157305418
NAS:GILD,0.07699407687504514
NAS:FAST,0.07114061253641812
NAS:VRTX,0.06399809471142909
NYS:TEVA,0.056841288635226625
NAS:CHRW,0.05463880254139756
NAS:CHKP,0.05075870531754137
NAS:QCOM,0.04973749137075842
NAS:FLIR,0.048718396561775
NAS:DTV,0.042880754232265894
NAS:ALTR,0.03182324096277416
NAS:BBBY,0.024469258150622303
NAS:PAYX,0.013441899625339461
NAS:XLNX,0.012218302808134527
NAS:COST,0.01107732846570364
NAS:HSIC,0.009815745632514479
