symbol,weight
NYS:TEVA,0.10109530263506236
NAS:ORLY,0.10109530263506236
NAS:CHKP,0.10109530263506236
NAS:CTXS,0.10109530263506236
NAS:BIIB,0.08941124751311275
NAS:RYAAY,0.08500909943532593
NAS:CHRW,0.08121810897937802
NAS:ROST,0.07924449047890367
NAS:INTU,0.06466444503526667
NAS:BBBY,0.04254884038953576
NAS:BRCM,0.039305805450460626
NAS:ADP,0.024769684141648655
NAS:SBUX,0.02014911207582986
NAS:EXPD,0.016614739531411436
NAS:AMZN,0.016434330324124793
NYS:ORCL,0.013646428969566098
NAS:HSIC,0.012399635926700953
NAS:SRCL,0.01020282120848545
