symbol,weight
NAS:NVDA,0.10069635521621959
NAS:AMZN,0.10069635521621947
NAS:ATVI,0.10069635521621947
NAS:FB,0.09864410424658451
NAS:ISRG,0.09488479412269113
NAS:GOOG,0.09280023848461087
NAS:ULTA,0.08875967811480487
NAS:GOOGL,0.08313585009728175
NAS:HSIC,0.049315912819980136
NAS:CHTR,0.04475866248111832
NAS:FISV,0.042131142003280345
NAS:ORLY,0.02174866754744246
NAS:ADBE,0.020488571405317114
NAS:PAYX,0.015841326347694293
NAS:ROST,0.011548216817280249
NAS:BKNG,0.011503586000854134
NAS:ADP,0.008998373769888005
NAS:COST,0.007716845697848009
NAS:ADSK,0.005634964394665237
