symbol,weight
NAS:AMGN,0.10064231387928055
NAS:TMUS,0.10064231387928044
NAS:VRTX,0.10064231387928044
NAS:ATVI,0.10064231387928044
NAS:AEP,0.08109443161415426
NAS:KDP,0.07739161355080591
NAS:ORLY,0.06145582259874558
NAS:PEP,0.059599768268051155
NAS:MNST,0.04997264941444551
NAS:REGN,0.044633174369178456
NAS:XEL,0.0428552957152131
NAS:EXC,0.03633302419388681
NAS:KHC,0.032319563472072085
NAS:PCAR,0.030366608028597385
NAS:BIIB,0.030296611775084567
NAS:AZN,0.019675084194867975
NAS:ADP,0.019477104278280245
NAS:MDLZ,0.011959993009495141
