symbol,weight
NAS:KLAC,0.1010011152033239
NAS:LRCX,0.10100111520332378
NAS:CTAS,0.0890889662606334
NAS:SNPS,0.0880446795954506
NAS:AMD,0.0713993910231846
NAS:SBUX,0.06998927951265559
NAS:AMAT,0.0697388528708278
NAS:ASML,0.06932386975533787
NAS:CHTR,0.061693987775365965
NAS:CDNS,0.052112969730993254
NAS:FISV,0.05005963755198488
NAS:CELG,0.03483474249765874
NAS:IDXX,0.027033834080226714
NAS:MELI,0.022232083062795883
NAS:XEL,0.02208074433042466
NAS:MSFT,0.019995102543132758
NAS:ORLY,0.01991712419239299
NAS:FAST,0.016059538064540725
NAS:LULU,0.008419406527276836
NAS:WTW,0.005973560218468975
