symbol,weight
NAS:MELI,0.10089506306243708
NAS:CDNS,0.10089506306243697
NAS:SBUX,0.10089506306243697
NAS:XLNX,0.09024024345148293
NAS:DLTR,0.08327835556557414
NAS:WTW,0.07846711517422916
NAS:MDLZ,0.07727692192678834
NAS:XEL,0.05862123408141826
NAS:VRSN,0.053919528490616576
NAS:VRSK,0.045074603684232
NAS:SNPS,0.04282764109892228
NAS:AVGO,0.03786973257009378
NAS:CHTR,0.03664419150773979
NAS:PEP,0.03620457233130225
NAS:ULTA,0.024584161713971472
NAS:NTES,0.012756895752100652
NAS:WDAY,0.012641476589732739
NAS:MSFT,0.006908136874484521
