symbol,weight
NAS:NFLX,0.10000000000000009
NAS:BIDU,0.09999999999999998
NAS:ILMN,0.09999999999999998
NAS:FFIV,0.09999999999999998
NAS:BKNG,0.09658682038221694
NAS:NTAP,0.08256665624513143
NAS:ALTR,0.07694336626705366
NAS:SRCL,0.0652696568238836
NAS:AAPL,0.04669542775253208
NAS:AKAM,0.03826409662312894
NAS:CHRW,0.03644071840327246
NAS:CTSH,0.035715082470511354
NAS:WYNN,0.025780815424780976
NYS:JOY,0.021315816426104188
NAS:GENZ,0.020642602845237418
NAS:VMED,0.017477733292405196
NAS:ORLY,0.01394834593561509
NYS:EXPD,0.011407630280403546
NAS:KLAC,0.010945230827722986
