symbol,weight
NAS:TSLA,0.10006624790366905
NAS:CTXS,0.10006624790366894
NAS:SGEN,0.10006624790366894
NAS:AMD,0.10006624790366894
NAS:NVDA,0.07934054612673751
NAS:MSFT,0.06483842391943051
NAS:AAPL,0.06432991180991272
NAS:ASML,0.06358811990640782
NAS:BIIB,0.061017206924144654
NAS:CHTR,0.05264285658556893
NAS:VRTX,0.0464124740262938
NAS:JD,0.034934799363472636
NAS:ATVI,0.033914584027594986
NAS:CSGP,0.020873426804650878
NAS:COST,0.020754458917110676
NAS:TTWO,0.020526873795220647
NAS:ANSS,0.018178653579133373
NAS:NTES,0.012070927942699455
NAS:TMUS,0.0063117446569454705
