symbol,weight
NAS:NFLX,0.0928345781968034
NAS:ISRG,0.0826902537226485
NAS:ADBE,0.07682512963319395
NAS:ILMN,0.07167446070434387
NAS:INTU,0.06776336172049417
NAS:IDXX,0.06687697968741002
NAS:CA,0.06339800796961971
NAS:AMZN,0.0557037673942257
NAS:TFCF,0.05173668293779079
NAS:VRSK,0.04989419262156343
NAS:TFCFA,0.04784943380150872
NAS:AAPL,0.04063555975993752
NAS:ESRX,0.03759031715439685
NAS:ORLY,0.03629805214275989
NAS:ADP,0.03606325492850893
NAS:FISV,0.03399879360037508
NAS:COST,0.02704402247315955
NAS:MSFT,0.022539199589239688
NAS:ROST,0.021376289512770798
NAS:WDAY,0.01720766244924956
