symbol,weight
NAS:AVGO,0.10117855749991785
NAS:REGN,0.10117855749991775
NAS:NXPI,0.10117855749991773
NAS:EA,0.10117855749991773
NAS:ROST,0.09021607140524064
NAS:ORLY,0.07944680853687147
NAS:KRFT,0.06170139598058702
NAS:BRCM,0.0589459320041856
NAS:ALTR,0.03960028106276904
NAS:TSCO,0.039431243578283974
NAS:MYL,0.037137896478755525
NAS:DLTR,0.03633698515913129
NAS:SBUX,0.028002600860531413
NAS:LBTYA,0.024994636464216364
NAS:SPLS,0.023526694053466985
NAS:FISV,0.02004729657527251
NAS:AAPL,0.018666380391180355
NAS:ADI,0.015065691139356869
NAS:AMZN,0.011415962190619062
NAS:LBTYK,0.010749894119860808
