symbol,weight
NAS:ORLY,0.10074778243623807
NAS:VRTX,0.10074778243623805
NYS:TEVA,0.10074778243623805
NAS:APOL,0.09572292861186124
NAS:RYAAY,0.07879532931821269
NYS:ORCL,0.05631361016691102
NAS:CTXS,0.05426275725274544
NAS:CHKP,0.05346626632940941
NAS:CHRW,0.05322277236334289
NAS:GILD,0.04506297468165674
NAS:LIFE,0.0442215651557923
NAS:ROST,0.04195804056935142
NAS:INTU,0.03481864878094218
NAS:BRCM,0.0319281790113933
NAS:SRCL,0.028387249349193903
NAS:BIIB,0.020438752291075436
NAS:AMZN,0.01968537673347882
NAS:BBBY,0.01835422183280487
NAS:GOOGL,0.01234625545899868
NAS:FISV,0.00877172478411527
