symbol,weight
NAS:NVDA,0.10078945952656224
NAS:WDC,0.10078945952656213
NAS:TSLA,0.10078945952656213
NAS:MU,0.10078945952656213
NAS:CSX,0.10078945952656213
NAS:LRCX,0.0648871117913468
NAS:NFLX,0.06056419115600324
NAS:JD,0.05939933157743758
NAS:PYPL,0.05101382138110484
NAS:CHKP,0.045991940466732044
NAS:ADSK,0.044001719948850916
NAS:MAR,0.03767093504748692
NAS:INCY,0.03757692772115746
NAS:IDXX,0.029428429012481355
NAS:ADBE,0.025354784563133687
NYS:NCLH,0.02234838319508724
NAS:AAPL,0.010763590221000615
NAS:ISRG,0.007051536285366516
